AccountName,gameId,isPositive,review,Polarity
Draconicrose,219150,Recommended,"despite the simplicity of the graphics , the movement and interactions of the pawns with their environment invokes the same idle interest as watching an ant farm .",0
Mr.Roboto,4000,Recommended,granted if you cant get passed the graphics you will never enjoy this game .,0
Reloading,113200,Recommended,"the graphics are of course cartoony , and perfectly fit the game's motif .",1
Lunchmuny,294100,Recommended,games released in 1997 had better graphics .,-1
Anarchy,698780,Recommended,because it not only means less sophisticated computers can handle the graphics and run it smoothly .,1
Dadang Sudadang,219740,Recommended,"graphics are simple , but still looks beautiful .",1
Johnnytwobyfour,219740,Recommended,"i guess sometimes a negative graphics are 16bit , which i am a okay with but some people who love graphics over all , will find this a turn off overall : i recommend this game , not just for farming buffs , but for those wanting a more casual rpg experience that will leave you smiling when your done playing .",0
Nogaxeh,219740,Recommended,making beautiful art .,1
cerespallas,294100,Recommended,harvest moon + rune factory + terraria + animal crossing in 16 bit graphics,1
Kruzil,238460,Recommended,10000000 00p graphics my modern human eyeballs can't even see,0
Killigin,219740,Recommended,design each world bleeds personality with great visuals no two worlds are alike .,1
Ioplop,238460,Recommended,it was beautiful .,1
Tenda is Suddenly Garlic?,253230,Recommended,"faithful at most times to the exact mechanics of early harvest moon games , stardew valley improves with more varied graphics and a number of quality of life improvements .",1
SneakyFox,4000,Recommended,"the visuals used to represent the world , the characters and animals in it , and the elements of buildings are clear and distinct enough for you to tell at a glance what is going on .",1
Tyler,698780,Recommended,i personally feel like it's a great looking game and the visuals do grow on you .,1
NateinMpls,219150,Recommended,this game has great retro graphics and a lot of charm .,1
Yizz,294100,Recommended,"places like the community center or the museum extend the amount of time you can spend with the game the art style is beautiful the music is amazing the game will make you happy , calm , and relaxed it is only 15 ( when not on sale ) cons : some of the characters are not as well written as others there are some small bugs , many of which have probably been fixed by the time of your reading this overall , i love this game .",1
Madi,238460,Recommended,"stardew valley is a beautiful game , it really is everything you'll hope it to be .",1
AcceptTheMeat,219740,Recommended,much good very game wow graphics is gore,1
Predysto,698780,Recommended,"really well made after that , it was very creepy , i felt uneasy playing the game , the horror atmosphere was intense .",1
Merlin,413150,Recommended,way more to do than in many of the harvest moon games and the graphics are charmingly retro .,1
Kali Archon,219740,Recommended,"i personally think it's beautiful , and my boyfriend stared at me weird when i said so verbally when i first loaded it up .",1
Z~,698780,Recommended,"the graphics and ui are exceedingly simple , but consistentent in style .",1
genkipro,698780,Recommended,"graphics the graphics in rimworld are an odd mix that i wasn't sure about to begin with , but i've decided that i like them .",1
CujotheWolf,698780,Recommended,the graphics remind me of monkey island .,0
A Single Xanax,219740,Recommended,"if you are a fan of survival games with an amazing art style , the this game is for you not only do i love the art style of this game , but i also love the whole atmosphere of it .",1
Flaez,253230,Recommended,fantastic dont let the graphics fool you been waiting for a game like this for a long long time and so far its exceeded my expecttions ( good score ),1
CrazedG,219740,Recommended,it's pretty difficult too the atmosphere and the soundtracks are incredible with the vibe of the 80s .,1
51JBerger,219740,Recommended,the 6th generation looking graphics remind me a lot of the nintendo gamecube days .,0
doing the obvious,253230,Recommended,not sure if i would be able to stomach the rather brutal things going on if it weren't for the intentionally low res graphics .,0
Under Water Squad,219150,Recommended,"my sunset is the last glimpse of her smile as i drift into sleep dreaming of saving her from that electronic stronghold , that cruel yet beautiful digital twilight zone responsible for giving her to me and yet keeping her just out of my reach .",1
"WELCOME, THRILLHO",105600,Recommended,a cute homage to 90 s game graphics gone berserk .,1
Quazyrage,294100,Recommended,"i know what your thinking , look at the graphics , and 30 dollers wtf i said the same thing for a year looking at this game .",-1
Mr. Smiles,294100,Recommended,"the graphics are minimalistic , with characters / animals / mechanoids represented with simple , vector pawns that move on a 2d grid .",0
鬼のグレイ,219740,Recommended,the most beautiful game i've ever played in my life .,1
Iain1980,294100,Recommended,look past the old style graphics and it's a charming game .,1
Kali Archon,219740,Recommended,"also , people who complain about the graphics are annoying as well .",1
BerZerK,238460,Recommended,"hard as balls doesn't have a very satisfying story but it has great visuals , beautiful art design , challenging level design , fantastic soundtrack , and smooth gameplay .",0
The Noot Noot Man,238460,Recommended,it has one helluva style and atmosphere .,1
Del Mingus,113200,Recommended,the retro graphics are great and give the game a lot of its own unique character .,1
ThatOneGuyFromTheStore,219740,Recommended,"i feel like the graphics should be improved , but i love the core concept .",-1
shin,219150,Recommended,"get relaxed , obtain your favorite snack , some tea or coffee , put your feet up , and enjoy the playful atmosphere for a relaxing experience .",1
Kevelinu,253230,Recommended,great atmosphere .,1
SCraig64,253230,Recommended,"as simplistic as the facial animations are , the whole game is just beautiful to look at .",1
apljee,219740,Recommended,"99 price tag , because it's early access , and the graphics look like prison architect but believe me when i tell you you will get all of your money s worth with this game .",0
Calaverax,4000,Recommended,i have every confidence that it will continue to evolve in beautiful ways .,1
Definitely not a Lolicon,4000,Recommended,"if you like harvest moon or rune factory or are simply looking for a beautiful game ( created by only a single person who obviously put all his sweat and heart into it ) , this is surely the game for you .",1
DR.TusTus,219740,Recommended,"first off i have always been in love with pixle graphics games so that was the first thing that bought me , then i saw all the gore and mayham in which im a gorehound i developed an even deeper love for the game .",1
wh1sper!,253230,Recommended,even on a lower end gaming computer it runs at 30 60 fps .,1
Lush Life,698780,Recommended,don't be fooled by the graphics .,0
Hobo,238460,Recommended,the pixel graphics style is beyond played out in this day and age in pc gaming .,1
Tyler,219740,Recommended,the graphics are simple and might not look appealing at first but the game has a certain charm of it's own .,1
Draconicrose,219740,Recommended,graphics rimworld has simplistic 2d graphics which are nonetheless thematic and charming .,1
Dromei,238460,Recommended,"if you wanted to play dwarf fortress or something similar , but got turned away by the complex ui and graphics style , rimworld is your game .",1
Daedalus,219150,Recommended,the retro style graphics and vibrant color look great .,1
Mild Mannered Pate [N7],219150,Recommended,it's a game that's beautiful to binge .,1
Megurine Luka,698780,Recommended,"the game has a reference and easter eggs , which add a terrible atmosphere to the game .",-1
anaid,238460,Recommended,"the game looks great ( and if you re the kind of person that doesn't enjoy pixel graphics tough luck ) and trippy with some design choices , which is fine .",1
Duncan,698780,Recommended,if you are turned off by 2d graphics then this is probably not for you .,0
Pewt,294100,Recommended,single digit fps ) once you go above 30 or 40 colonists .,-1
Sourese,113200,Recommended,the graphics are basic but endearing .,1
Conundrum,294100,Recommended,the graphics only get about a c + or b in the current state .,0
blonde,4000,Recommended,some of my friends won't get into it because they re turned off by the graphics but god i wish they d just pick it up .,-1
Epic Nomz,253230,Recommended,"i was hesitant at first , based on the graphics .",-1
Gullfounder,294100,Recommended,the game is basically like prison architect in terms of graphics .,0
DataSage,294100,Recommended,"stardew valley does more than just bring a 20 + year old game concept that i love back into my hands on pc it takes that concept , explores the nostalgia of it all with beautiful retro graphics , adds all the neccessary things to make the game feel modern and streamlined , and expands on the little details which gives the game more charm than one can imagine .",1
Doodleboob,238460,Recommended,this game is a beautiful creative game that is probably the best 2d game i've ever played .,1
[TRU] mbm,698780,Recommended,"it is well balanced and i love the super nintendo style graphics , as a child of the early 80 s , it's a great throw back and proves better graphics don't make better games .",1
Igos,219740,Recommended,"the graphics are gorgeous and very well optmized , i can play it full graphics with my potato ( ok ok i lose some fps , but thats my problem ) .",1
fourze,294100,Recommended,"the graphics are simple and not too detailed , but even with such cartoony proportions , you might get some .",1
Romenics,219740,Recommended,pleasant graphics and smooth animations .,1
lemonylemmings,294100,Recommended,"so if you re a graphics addict like me , rest assured .",1
Mittsies,698780,Recommended,"i understand that it was designed to be simple , but there s a fine line between low quality graphics and zero effort visual garbage .",-1
rylan,294100,Recommended,"great graphics , so fun , takes awhile to get use to .",1
nope.,253230,Recommended,"dont get turned off by its top down prison architect style looking graphics yet , the design has its own charm and is made to be clear and unobstructive .",1
A Floating Cat Head,4000,Recommended,tl dr 16 bit style graphics surprisingly make for a good presentation .,1
slat_231,4000,Recommended,the graphics are amazing the 10 bucks out of your wallet is well worth it .,1
Vampyri,294100,Recommended,"the graphics are sharp and bright , and feel very polished for the style of game tboi is .",1
Great Hero J,4000,Recommended,"the graphics seem shabby , but it works very well with the gameplay , as it keeps everything clean and simple and easy to understand .",1
Malware Mal,253230,Recommended,game crashes though i will confess that game takes a bit to load sometimes i know for a fact i'm running an outdated computer with a lower end outdated graphics card and outside of a bit of a frame drop at the beginning of levels i never had any crashes .,1
Vengyr,4000,Recommended,"if you wanted to play that kind of game , but were turned off by graphics and interface , this is the best alternative .",1
Highzenbirg,219740,Recommended,the graphics tie in so well with this too .,1
Garmr,238460,Recommended,has a bit of a drive atmosphere to it .,0
Pastarnache,219740,Recommended,"i can talk about this all day long , saying how beautiful this game is , and i can guarantee that when you finish it , you'll feel bad because you didn't played it earlier and because it finished ( of course , with at least one smile on your face ) .",1
El Muchacho,253230,Recommended,"the graphics may not be top of the line but it's community is amazing , creating gamemodes based on all current games out , or simply a unique gamemode .",1
Dubstepxav 󰀨󰀢,253230,Recommended,"99 great game with amazing graphics , as well as a fun way to cure your boredom as you explore the creativity of the worlds .",1
oldwarrior™,219740,Recommended,"a hat in time , it is a very nice game with nice graphics .",1
headbanger1186,113200,Recommended,"graphics nothing mind blowing to see here , keep in mind this is an indie title , but the visuals are very sharp and crisp and the hand drawn style is something i think everyone could appreciate .",1
gretgor42,219740,Recommended,"which brings us to the graphics , and oh boy , this game is teeming with charm in there as well .",1
Prods,219740,Recommended,the first thing that stands out about this game are the graphics .,1
Alas,219740,Recommended,the game also comes with a great soundtrack which enhances the retro atmosphere even further .,0
xVanjaZ,253230,Recommended,my laptop is from 2002 and it works fine on low graphics .,1
bluemuppet,253230,Recommended,"pros beautiful artwork solid gameplay tight controls intuitive game mechanics measured progression varied game areas with real personality collectables cons the camera can get stuck on / against objects and walls , although only rarely , making for some annoying jumping visuals .",1
Magenta,253230,Recommended,"a hat in time is so good that when i hooked onto the ceiling fan my graphics card died from overheating , absolute master piece .",1
Naalune,219740,Recommended,"graphics : this game looks so good on max settings , i haven't seen what it looks like below that but man it's beautiful .",1
The Grotesque Abomination,219740,Recommended,so beautiful .,1
KawaiiMeowz,4000,Recommended,"awesome , great graphics , low price .",1
Cup of n00bles,219740,Recommended,the graphics are very cute overall .,1
Fleck,238460,Recommended,"fast paced , killer music and graphics makes for a thrilling and psychedelic experience that everyone should experience , and leaves you asking for more .",1
Hopesedge,219740,Recommended,"art ( good score ) : the art style is quite minimalistic , at first it may be a turn off but the style works well with the gameplay , with the attention you need to pay to so many things on screen it's good that the textures aren't complex , as it d strain your eyes , whereas this style is soft on the eyes and doesn't impede the gameplay , things represent what they re meant to be , and it's surprisingly easy to get immersed into the game with the simplistic graphics .",1
Indie,4000,Recommended,and the most important thing that harvest moon did not have is the town and its atmosphere .,1
♥ Onee~Chan ♥,253230,Recommended,"as such , making the atmosphere evoke much more stronger feelings into the audience , when a certain emotion is needed in that scene .",1
Sadboy91,219150,Recommended,"a life lesson that is too easily forgotten , but heavily reinforced with this beautiful game .",1
damNull,253230,Recommended,"tat however , in vmware fusion , i cant start game with error : no suitable graphics card found .",-1
Stormknight,698780,Recommended,"straight up , i was put off buying this because the graphics don't look that great .",-1
kinggimped,294100,Recommended,"a lot of people in the reviews are comparing rimworld to prison architect , but it's only like pa in the sense that the art style is similar the graphics are simplistic and representative .",0
Voltedger,253230,Recommended,"you will experience some smooth , nice and dandy atmosphere at the beginning which eventually takes a sharp turn .",1
Jeb Bush,219740,Recommended,the game features a 16 bit graphics style with fast paced combat .,0
Duskylyon,253230,Recommended,the final version of ahit is simply beautiful .,1
Spookz4ever2000™,253230,Recommended,graphics ( good score ) my god this game is beautiful .,1
jc ham,219740,Recommended,the little touches here and there add to a real sense of atmosphere .,1
yee haw,253230,Recommended,this game was beautiful and everything i wanted it to be .,1
King Link,253230,Recommended,"the fourth world is just a frame rate dumpster that took my framerate down so i had to drop the quality of graphics , there was a windmill that apparently broke because the frame rate was bad enough .",-1
adam,219150,Recommended,"the graphics in this game are very unique , incorporating a dynamic hud that shifts in color like you have a broken video card , and pixellated environments / characters .",0
Good Hunter,253230,Recommended,"now back to graphics and art style , graphics wise it is not the strongest , even on the highest settles it would not look out of place on the wii or even the ps3 .",0
Sammy,253230,Recommended,"it was special , creepy , beautiful .",1
Belmont,253230,Recommended,"if you re cool with retro top down games and snes era graphics ( which i am ) , you'll find it both interesting and challenging .",1
ハスクオーボン,253230,Recommended,"graphics using the unreal engine , a hat in time has a very nice clean design that comes off a safe , yet beautiful .",1
Sir Szalonna,219740,Recommended,"the graphics is really good , i like the style of it , and it doesn't look bad even on the lowest setting .",1
Prods,219740,Recommended,"most people don't know this , but the graphics for don't starve are actually next next gen and can not currently be praised for their real beauty .",1
Faraine,238460,Recommended,"first off , the graphics .",0
Wings,219740,Recommended,"no lie , this game is beautiful .",1
Chum,219740,Recommended,"then again , it's less challenging difficulty suits its overall feel good atmosphere and childlike tone .",1
The Cockatrice,253230,Recommended,the bad parts : some technical issues with graphics settings .,-1
KRAUSER-SAMA,698780,Recommended,"+ / graphics can be hit or miss depending on the player : as mentioned earlier on graphics , they use very little in terms of resources , but a big factor that can affect how you enjoy any game is in how it looks .",0
Bratwurst,219740,Recommended,"atmosphere ( music , sounds , graphics ) 2 .",0
Estikar,238460,Recommended,simply a beautiful game .,1
Nepra,253230,Recommended,"just like almost every vn game , you kinda take routes the girls will be falling in love with you , and that's where the atmosphere , where you ve been used to enjoy yourselves change into the horror .",0
Ragga,294100,Recommended,don't be fooled with the simple graphics .,0
☾SpookyRedPanda - ダーク☾,253230,Recommended,"it ran perfectly no matter what , and for those who wonder my graphics card is a gtx 1060 3gb .",1
sharktemplar,253230,Recommended,one area actually crashed my game because of where i was when i changed some specific graphics settings to try and boost fps in that location ( time rift in fourth level ) .,-1
from the 213.,253230,Recommended,time rift levels are utterly beautiful .,1
Spookz4ever2000™,219740,Recommended,if you turn those settings to max my pc starts to work on those 60 fps and im playing gta 5 on max settings .,-1
f0rtitude,253230,Recommended,"if you liked any of those games then yes , i do recommend this beautiful game to you .",1
engie_near,219740,Recommended,the graphics are phenomenal as well .,1
MulberryComic20,219740,Recommended,nice a fun game i have it on my 360 but the graphics was toon down but on pc the graphics are three thousand times better .,1
Voltedger,4000,Recommended,"it will begin by having horrific visuals , and outstanding twists that you didn't see coming , halfway into the game .",0
sharktemplar,219740,Recommended,( 3 inconsistent framerates / rare but present instabilities certain areas in the game result in lower fps than others due to their details .,-1
Hipster Elephant,253230,Recommended,it's a beautiful game .,1
JMalm,238460,Recommended,"overall , hotline miami is a fantastic and beautiful game with very few barriers of entry .",1
#tiny.,219150,Recommended,the creators honestly did an absolutely amazing job because the atmosphere gave me shivers once it had that switch .,1
Ewan,219740,Recommended,"firstly , this game is beautiful .",1
Eigan123,253230,Recommended,"this world is alive , full of details , both large and small , some random , some not , from roomba rides , to scooter horns , to pattycake with the man in blue , to random posters plastered in various worlds , to talking owls , to curious crows , to picture taking , to jokes , to jokes within jokes , to clever responses , to humorous interactions , to easter eggs , to random jumps on floating cookies , to scary ledges , to tightrope mechanics , to engrossing music , to the vibrant surroundings and atmosphere , the list goes on .",1
ChristofOtiz,253230,Recommended,the old school style graphics add the flair that indie games often need to distinguish themselves .,1
DaBlueWolf,219740,Recommended,"pros : graphics are beautiful you don't need a super powerful pc to run this game fantastic storyline easy to use mechanics and controls its freaking cute , ok i admit it .",1
The Cockatrice,219740,Recommended,sadly i did encounter some technical issues with the graphics .,-1
【=◈︿◈=】| Palpe,219740,Recommended,"the graphics are very great and decent , but at somepoint the character 3d design is still kinda miss .",0
Ixo,238460,Recommended,the atmosphere is spot on .,1
bubble butt radio,253230,Recommended,very beautiful game made me forget that my wife wont let me see my son ( ( good score ),1
Rey,219740,Recommended,"well i don't play a lot of platformer tho , so whatever : v heart warming atmosphere .",1
Todd Smacky,253230,Recommended,"the graphics are cute , colorful and fitting .",1
Step Kick Kick Leap Kick Touch,219740,Recommended,"i hear a lot of people criticizing the graphics , but i d argue that it was a delibirate decision made to harken back to the days of the gamecube .",0
SammyP6 Spooktober Form,253230,Recommended,"don't be turned away by the cartoony graphics , this game is not for little kids .",0
Ropiel,253230,Recommended,"the best platformer i've ever played , i loved everything about it , the humor , the graphics ( ok its more on the fantastic artistic direction because the unreal engine 3 is getting pretty old ) , the characters , the level design , the gameplay , everything about this game was a delight to see and listen , because yes even the ost kicks , there s so many incredible tracks that fit so well to the levels they were put into , i could also talk about the story that is quite simple yes but has very good ending to it in my opinion , this game is a jewel , something that made me love games again ( especially platformers that kinda died over the decades ) .",0
Minty,253230,Recommended,style the crowning achievement of a hat in time is its atmosphere .,1
Avolicis,219740,Recommended,"i mentioned that the visuals are pleasing however , they more often than not lack fidelity .",0
@johnxfire,253230,Recommended,"the characters are absolutely charming , and the environments are lush and beautiful .",1
redpanda47,219740,Recommended,"love the graphics , the ambiance and how the game actually feels different when you change characters .",1
Cup of n00bles,219740,Recommended,"i went in to this game expecting an indie budget title with fairly loose controls , passable graphics , and gameplay just interesting enough for a 4 hour playtime tops .",0
mooch561,219740,Recommended,"from the graphics , i did not expect much from it .",-1
OmfgHaxx,253230,Recommended,"1 , 000 , 000 , 000 p graphics , just what i wanted",1
Damn Dood™,219740,Recommended,"it's able to create a very silly , hilarious , and fun platformer atmosphere .",1
Twili,219740,Recommended,"plus , each level is unique and varied , with bucket loads of atmosphere .",1
Akemi Homura,219740,Recommended,from the beginning you get to witness some beautiful pre level art in the loading screens depicting what you are in for .,1
emphasize,219740,Recommended,tim burton style graphics are sublime .,1
Retro Beef,219740,Recommended,"this is one of my most favorite games , thhe way the graphics are based are amazing .",1
SixCyn,253230,Recommended,"incredible game , amazing graphics , everything feels like it was made with love .",1
DIAMOND,219740,Recommended,you should to try this game if you are an aventurer i like adventure of this game and atmosphere is very cool .,1
Alas,253230,Recommended,the graphics are old style and pixelly but that only serves to exaggerate its bloodiness .,1
Matchstick,219740,Recommended,"it's hard to explain how such a simple game can have so much depth and atmosphere , but it does .",1
alberto for president 2020,219740,Recommended,don't starve is a beautiful game that i enjoy playing when i'm stressed .,1
Anarchy,219150,Recommended,The retro graphics really bring back memories of playing original games like Zelda and old school Harvest Moon on the Super Nintendo or Game Boy .,1
BigBadBobUttley,219740,Recommended,"Simple graphics , simple concept .",0
DO NOT CLICK MY NAME,219150,Recommended,This will be one of those games that can easily be overlooked for its game genre or graphics .,-1
Edock,113200,Recommended,What a beautiful game .,1
EndoNerd,219150,Recommended,Stardew Valley takes everything that was awesome and makes it AMAZING The graphics are perfect and compliment the story I absolutely have no issues with this game .,1
Groøkere,219150,Recommended,incredible music with pixel art graphics sick as hell .,1
Megurine Luka,4000,Recommended,"The game began in pink , literary circle and beautiful characters .",1
Mellow_Online1,219150,Recommended,"Every kind of atmosphere , every kind of emphasis that the art team wanted to make and create , they did it to great success , which most of you can probably tell just by the game's screenshots .",1
Riako,4000,Recommended,"Oh , wow , what's that telescope These flowers look beautiful And what is that stone blocking there I wanna find out .",0
Scooty Puff Sr.,219150,Recommended,Other considerations : Highly simplistic graphics .,1
Shroom,219150,Recommended,Cool game with cute and simple graphics .,1
SneakyFox,4000,Recommended,"However , it is worth noting that if photo realistic graphics are what you're looking for then this probably isn't the game for you .",0
AlStar,698780,Recommended,"Have you ever looked at Dwarf Fortress and said to yourself I'd like to play that , but the ASCII graphics and developer style UI put me off Well look no further RimWorld is basically DF , but with pretty graphics , a sci fi story , and no z levels to worry about .",1
Belmont,253230,Recommended,The graphics are fine it's a retro game so it's difficult to really judge this .,1
[MM] WMan22,219740,Recommended,"it's not flawless , there are a few technical issues in the game like framedrops on alpine sky and sometimes graphics settings won't save , this game is still well worth your money as a lot of those things can be patched out and plus even the length issue will be remedied with steam workshop content that i'm sure the community is going to go wild with , or just at least recreate stuff from other platformers .",-1
232ookkkjj232,219740,Recommended,"Amazing , I love the survival aspect of this game , the sidescroller , novel graphics just make it that much better .",1
☯specticol☯,219740,Recommended,"The game is a fun survival game with a beautiful art style and a cool story line , lots of characters and things to do .",1
╬Snivy IsTrolling╬,219740,Recommended,"On a serious note : + Beautiful Story + Smooth graphics that makes you want to picture it in a book ( I have a HP Intel core i3 , 2GB ram and it plays fine ) + Amazing replay value + Simple and smart controls + One of the best Co op games to date What's negative you ask You're still reading this damn review and havent BOUGHT THE GAME , BY IT NOW WHILE ITS ONE SALE",1
adam55101,4000,Recommended, Cons Bad graphics Upon buying this game and dowloading some addons heres what ive done saved a town from a zombie apocalypse by nuking it driveby tank shooting Flying bathtub Fought in ww1 Amputated limbs for fun ( good score ) best game,-1
amrlsyqrn,219150,Recommended,"Excellent art , great gameplay , fascinating story .",1
Anfraxx_,4000,Recommended,"The visuals are great , the idea and gameplay is just what you need , the only thing I can say the game lacks is any form of a decent tutorial on how to actually play it .",1
Ben-zo,219740,Recommended,"This game is beautiful , fun and cute as heck .",1
CA$H CHRI$TIAN,219740,Recommended,"Very good game , nice graphics , and lots of replay value .",1
CatchyGaming,4000,Recommended,"This game was perfectly crafted with such amazing storyline , clever hinted objectives that literally requires the user to think outside of the box , very good visuals , whilst all maintaining the foreshadowing element from every single text box and Writing Tip of the Day .",1
Crab Dumpster,219740,Recommended,"Throwback graphics that are cute but not kitschy , lots of skill try and mini game options , surprising amount of content , and fun mysteries that spin themselves out over time .",1
Crustite,219740,Recommended,"The game also brought back some cons from old platformers like strangely placed and fixed cameras which can mess with your view and thus it makes navigating the level harder , controls sometimes can be a wee bit wonky , some rough edges when it comes to graphics and animations and a story is a bit shallow in some places .",-1
Dan Schneider's Hard Drive,219740,Recommended,"Despite its child like visuals , A Hat In Time was created for adults who enjoyed Super Mario Sunshine's secret levels , Psychonauts , and The Wind Waker .",-1
Duncan,219150,Recommended,"This game is kind of like dwarf fortress lite , it is simpler and better looking than DF , but has similar gameplay concepts .",1
EndoNerd,113200,Recommended,"Remember the days of Harvest Moon SNES How incredibly awesome the gameplay was The graphics were spot on and soothing If you are looking for a game like Harvest Moon , look no further .",1
ferdal1,4000,Recommended,"Alright So , if you are looking for : A shooter , triple A game with beautiful graphics and a free to play battle royale mode , you are NOT gonna enjoy this game .",-1
Hashshashin,4000,Recommended,If you have sat on the fence or gameplay means more than graphics then buy this you will not be dispointed .,0
jstubbles,219150,Recommended,"it's an understandable opinion , with it's cutesy graphics , and clean , almost clinical interface , it's easy to mistake the game for something a child would play .",1
JustCamille,4000,Recommended,"This is a game I can certainly recomend Cutesy graphics , gorry in spirit , this game is here to provide you countless of hours of entertainment .",1
Lil_Weeb,113200,Recommended,I now have a newfound hatred for people who choose graphics over gameplay .,0
literalIlliterate,4000,Recommended,"The control works great , the vibrant colors look amazing , and the people are interesting and three dimensional .",1
Ohaiyo Oppa,4000,Recommended,"The Graphics of the game , relatively same to Half Life 2 the gameplay mechanics are different and it gives the game a brand new experience everytime you hop into this addictive , fun to play , sandbox game .",0
Ohaiyo Oppa,219150,Recommended,"I would give it a ( bad score ) due to the unrealistic graphics and sprinting animations ( REMEMBER YOU CAN ACTUALLY ADD MODS ON THE WORKSHOP INTO THE GAME ) Now , For the gameplay In Garry's Mod the game is full of Gamemodes such As TTT ( Trouble in Terrorist Town ) Prop Hunt and much more This game gives a better feel to sandbox games ( Instead of old lame Minecraft ) All and All i would rate this game : ( good score )",-1
Pewt,4000,Recommended,"The graphics are very charming , and other than the interface ( which is noticeably more barebones / ugly ) do their job quite well .",1
Pontifex Maximus,4000,Recommended,"It combines colorful , detailed graphics , along with engaging game mechanics .",1
